exerciseId,patternId,exerciseName,imageFilename,imageURL,key,mode,rhythm,articulation,dynamic,timeSignature,direction,description,patternType
143,23,G Jazz Minor Quarter Note Arpeggio Pattern 23,143_g_jazz_minor_quarter_note_arpeggio_Pattern_23.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/143_g_jazz_minor_quarter_note_arpeggio_Pattern_23.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
144,24,G Jazz Minor Quarter Note Arpeggio Pattern 24,144_g_jazz_minor_quarter_note_arpeggio_Pattern_24.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/144_g_jazz_minor_quarter_note_arpeggio_Pattern_24.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
145,25,G Jazz Minor Whole Note Long Tone Fermata Pattern 25,145_g_jazz_minor_whole_note_long_tone_fermata_Pattern_25.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/145_g_jazz_minor_whole_note_long_tone_fermata_Pattern_25.cropped.png,g,jazz_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
146,26,G Jazz Minor Dotted Half Note Long Tone Pattern 26,146_g_jazz_minor_dotted_half_note_long_tone_Pattern_26.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/146_g_jazz_minor_dotted_half_note_long_tone_Pattern_26.cropped.png,g,jazz_minor,dotted_half_note,[],,"(3, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
147,27,G Jazz Minor Quarter Note Rhythm Pattern 27,147_g_jazz_minor_quarter_note_rhythm_Pattern_27.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/147_g_jazz_minor_quarter_note_rhythm_Pattern_27.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
148,28,G Jazz Minor Quarter Note Rhythm Pattern 28,148_g_jazz_minor_quarter_note_rhythm_Pattern_28.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/148_g_jazz_minor_quarter_note_rhythm_Pattern_28.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
149,29,G Jazz Minor Quarter Note Rhythm Pattern 29,149_g_jazz_minor_quarter_note_rhythm_Pattern_29.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/149_g_jazz_minor_quarter_note_rhythm_Pattern_29.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
150,30,G Jazz Minor Half Note Scale Pattern 30,150_g_jazz_minor_half_note_scale_Pattern_30.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/150_g_jazz_minor_half_note_scale_Pattern_30.cropped.png,g,jazz_minor,half_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.
 Play each note evenly.",scale
151,31,G Jazz Minor Scale Pattern 31,151_g_jazz_minor_scale_Pattern_31.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/151_g_jazz_minor_scale_Pattern_31.cropped.png,g,jazz_minor,,[],,"(3, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
152,32,G Jazz Minor Quarter Note Rhythm Pattern 32,152_g_jazz_minor_quarter_note_rhythm_Pattern_32.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/152_g_jazz_minor_quarter_note_rhythm_Pattern_32.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
153,33,G Jazz Minor Quarter Note Rhythm Pattern 33,153_g_jazz_minor_quarter_note_rhythm_Pattern_33.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/153_g_jazz_minor_quarter_note_rhythm_Pattern_33.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
154,34,G Jazz Minor Quarter Note Rhythm Pattern 34,154_g_jazz_minor_quarter_note_rhythm_Pattern_34.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/154_g_jazz_minor_quarter_note_rhythm_Pattern_34.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
155,35,G Jazz Minor Quarter Note Scale Pattern 35,155_g_jazz_minor_quarter_note_scale_Pattern_35.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/155_g_jazz_minor_quarter_note_scale_Pattern_35.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
156,36,G Jazz Minor Quarter Note Scale Pattern 36,156_g_jazz_minor_quarter_note_scale_Pattern_36.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/156_g_jazz_minor_quarter_note_scale_Pattern_36.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
157,37,G Jazz Minor Quarter Note Scale Pattern 37,157_g_jazz_minor_quarter_note_scale_Pattern_37.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/157_g_jazz_minor_quarter_note_scale_Pattern_37.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
158,38,G Jazz Minor Quarter Note Scale Pattern 38,158_g_jazz_minor_quarter_note_scale_Pattern_38.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/158_g_jazz_minor_quarter_note_scale_Pattern_38.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
159,39,G Jazz Minor Quarter Note Scale Pattern 39,159_g_jazz_minor_quarter_note_scale_Pattern_39.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/159_g_jazz_minor_quarter_note_scale_Pattern_39.cropped.png,g,jazz_minor,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
160,0,C Major Whole Note Long Tone Fermata Pattern 0,160_c_major_whole_note_long_tone_fermata_Pattern_0.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/160_c_major_whole_note_long_tone_fermata_Pattern_0.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
161,1,C Major Whole Note Long Tone Fermata Pattern 1,161_c_major_whole_note_long_tone_fermata_Pattern_1.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/161_c_major_whole_note_long_tone_fermata_Pattern_1.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
162,2,C Major Quarter-Note Rhythm Pattern 2,162_c_major_quarter-note_rhythm_Pattern_2.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/162_c_major_quarter-note_rhythm_Pattern_2.cropped.png,c,major,quarter-note,[],,"(4, 4)",,Play both notes evenly and in time.,rhythm
163,3,C Major Quarter-Note Rhythm Pattern 3,163_c_major_quarter-note_rhythm_Pattern_3.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/163_c_major_quarter-note_rhythm_Pattern_3.cropped.png,c,major,quarter-note,[],,"(4, 4)",,Play the notes evenly and precisely.,rhythm
164,4,C Major Quarter-Note Rhythm Pattern 4,164_c_major_quarter-note_rhythm_Pattern_4.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/164_c_major_quarter-note_rhythm_Pattern_4.cropped.png,c,major,quarter-note,[],,"(4, 4)",,"Quick, precise finger movement.",rhythm
165,5,C Major Quarter-Note Rhythm Pattern 5,165_c_major_quarter-note_rhythm_Pattern_5.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/165_c_major_quarter-note_rhythm_Pattern_5.cropped.png,c,major,quarter-note,[],,"(4, 4)",,Play all notes with the same tone.,rhythm
166,6,C Major Whole Note Long Tone Pattern 6,166_c_major_whole_note_long_tone_Pattern_6.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/166_c_major_whole_note_long_tone_Pattern_6.cropped.png,c,major,whole_note,[],,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
167,7,C Major Quarter-Note Interval Pattern 7,167_c_major_quarter-note_interval_Pattern_7.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/167_c_major_quarter-note_interval_Pattern_7.cropped.png,c,major,quarter-note,[],,"(4, 4)",,Quick and precise finger movement.,interval
168,8,C Major Whole Note Long Tone Fermata Pattern 8,168_c_major_whole_note_long_tone_fermata_Pattern_8.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/168_c_major_whole_note_long_tone_fermata_Pattern_8.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
169,9,C Major Quarter Note Scale Pattern 9,169_c_major_quarter_note_scale_Pattern_9.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/169_c_major_quarter_note_scale_Pattern_9.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
170,10,C Major Whole Note Long Tone Fermata Pattern 10,170_c_major_whole_note_long_tone_fermata_Pattern_10.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/170_c_major_whole_note_long_tone_fermata_Pattern_10.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
171,11,C Major Quarter Note Scale Pattern 11,171_c_major_quarter_note_scale_Pattern_11.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/171_c_major_quarter_note_scale_Pattern_11.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
172,12,C Major Quarter Note Arpeggio Pattern 12,172_c_major_quarter_note_arpeggio_Pattern_12.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/172_c_major_quarter_note_arpeggio_Pattern_12.cropped.png,c,major,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
173,13,C Major Whole Note Long Tone Fermata Pattern 13,173_c_major_whole_note_long_tone_fermata_Pattern_13.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/173_c_major_whole_note_long_tone_fermata_Pattern_13.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
174,14,C Major Quarter Note Scale Pattern 14,174_c_major_quarter_note_scale_Pattern_14.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/174_c_major_quarter_note_scale_Pattern_14.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Play each note evenly. Repeat as many times as you can!,scale
175,15,C Major Quarter Note Scale Pattern 15,175_c_major_quarter_note_scale_Pattern_15.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/175_c_major_quarter_note_scale_Pattern_15.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
176,16,C Major Whole Note Long Tone Fermata Pattern 16,176_c_major_whole_note_long_tone_fermata_Pattern_16.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/176_c_major_whole_note_long_tone_fermata_Pattern_16.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
177,17,C Major Quarter Note Scale Pattern 17,177_c_major_quarter_note_scale_Pattern_17.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/177_c_major_quarter_note_scale_Pattern_17.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
178,18,C Major Quarter Note Scale Pattern 18,178_c_major_quarter_note_scale_Pattern_18.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/178_c_major_quarter_note_scale_Pattern_18.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
179,19,C Major Whole Note Long Tone Fermata Pattern 19,179_c_major_whole_note_long_tone_fermata_Pattern_19.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/179_c_major_whole_note_long_tone_fermata_Pattern_19.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
180,20,C Major Quarter Note Scale Pattern 20,180_c_major_quarter_note_scale_Pattern_20.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/180_c_major_quarter_note_scale_Pattern_20.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Adding the ninth helps the scale fit the metre.,scale
181,21,C Major Quarter Note Arpeggio Pattern 21,181_c_major_quarter_note_arpeggio_Pattern_21.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/181_c_major_quarter_note_arpeggio_Pattern_21.cropped.png,c,major,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
182,22,C Major Quarter Note Scale Pattern 22,182_c_major_quarter_note_scale_Pattern_22.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/182_c_major_quarter_note_scale_Pattern_22.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Quick finger movement for a clean sound.,scale
183,23,C Major Quarter Note Arpeggio Pattern 23,183_c_major_quarter_note_arpeggio_Pattern_23.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/183_c_major_quarter_note_arpeggio_Pattern_23.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
184,24,C Major Quarter Note Arpeggio Pattern 24,184_c_major_quarter_note_arpeggio_Pattern_24.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/184_c_major_quarter_note_arpeggio_Pattern_24.cropped.png,c,major,quarter_note,[],,"(4, 4)",,Repeat as many times as possible before the last note.,arpeggio
185,25,C Major Whole Note Long Tone Fermata Pattern 25,185_c_major_whole_note_long_tone_fermata_Pattern_25.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/185_c_major_whole_note_long_tone_fermata_Pattern_25.cropped.png,c,major,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
186,26,C Major Dotted Half Note Long Tone Pattern 26,186_c_major_dotted_half_note_long_tone_Pattern_26.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/186_c_major_dotted_half_note_long_tone_Pattern_26.cropped.png,c,major,dotted_half_note,[],,"(3, 4)",,"Hold the note for the full value, off on 1 (-1). 
Use a mp to mf dynamic. 
Strive for a consistent, clear, in-tune, sound.",long_tone
187,27,C Major Quarter Note Rhythm Pattern 27,187_c_major_quarter_note_rhythm_Pattern_27.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/187_c_major_quarter_note_rhythm_Pattern_27.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
188,28,C Major Quarter Note Rhythm Pattern 28,188_c_major_quarter_note_rhythm_Pattern_28.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/188_c_major_quarter_note_rhythm_Pattern_28.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
189,29,C Major Quarter Note Rhythm Pattern 29,189_c_major_quarter_note_rhythm_Pattern_29.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/189_c_major_quarter_note_rhythm_Pattern_29.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold each note for the full value. 
Use a comfortable dynamic. 
Repeat twice and end with a good whole note.
Play well 5 times.",rhythm
190,30,C Major Half Note Scale Pattern 30,190_c_major_half_note_scale_Pattern_30.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/190_c_major_half_note_scale_Pattern_30.cropped.png,c,major,half_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.
 Play each note evenly.",scale
191,31,C Major Scale Pattern 31,191_c_major_scale_Pattern_31.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/191_c_major_scale_Pattern_31.cropped.png,c,major,,[],,"(3, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
192,32,C Major Quarter Note Rhythm Pattern 32,192_c_major_quarter_note_rhythm_Pattern_32.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/192_c_major_quarter_note_rhythm_Pattern_32.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
193,33,C Major Quarter Note Rhythm Pattern 33,193_c_major_quarter_note_rhythm_Pattern_33.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/193_c_major_quarter_note_rhythm_Pattern_33.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
194,34,C Major Quarter Note Rhythm Pattern 34,194_c_major_quarter_note_rhythm_Pattern_34.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/194_c_major_quarter_note_rhythm_Pattern_34.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",rhythm
195,35,C Major Quarter Note Scale Pattern 35,195_c_major_quarter_note_scale_Pattern_35.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/195_c_major_quarter_note_scale_Pattern_35.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
196,36,C Major Quarter Note Scale Pattern 36,196_c_major_quarter_note_scale_Pattern_36.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/196_c_major_quarter_note_scale_Pattern_36.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
197,37,C Major Quarter Note Scale Pattern 37,197_c_major_quarter_note_scale_Pattern_37.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/197_c_major_quarter_note_scale_Pattern_37.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
198,38,C Major Quarter Note Scale Pattern 38,198_c_major_quarter_note_scale_Pattern_38.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/198_c_major_quarter_note_scale_Pattern_38.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
199,39,C Major Quarter Note Scale Pattern 39,199_c_major_quarter_note_scale_Pattern_39.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/199_c_major_quarter_note_scale_Pattern_39.cropped.png,c,major,quarter_note,[],,"(4, 4)",,"Hold the note for the full value. 
Use a comfortable dynamic. 
Strive for a consistent, clear, in-tune, sound.",scale
200,0,C Natural Minor Whole Note Long Tone Fermata Pattern 0,200_c_natural_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/200_c_natural_minor_whole_note_long_tone_fermata_Pattern_0.cropped.png,c,natural_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
201,1,C Natural Minor Whole Note Long Tone Fermata Pattern 1,201_c_natural_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/201_c_natural_minor_whole_note_long_tone_fermata_Pattern_1.cropped.png,c,natural_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note for as long as you can. Make sure it has a clean ending!,long_tone
202,2,C Natural Minor Quarter-Note Rhythm Pattern 2,202_c_natural_minor_quarter-note_rhythm_Pattern_2.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/202_c_natural_minor_quarter-note_rhythm_Pattern_2.cropped.png,c,natural_minor,quarter-note,[],,"(4, 4)",,Play both notes evenly and in time.,rhythm
203,3,C Natural Minor Quarter-Note Rhythm Pattern 3,203_c_natural_minor_quarter-note_rhythm_Pattern_3.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/203_c_natural_minor_quarter-note_rhythm_Pattern_3.cropped.png,c,natural_minor,quarter-note,[],,"(4, 4)",,Play the notes evenly and precisely.,rhythm
204,4,C Natural Minor Quarter-Note Rhythm Pattern 4,204_c_natural_minor_quarter-note_rhythm_Pattern_4.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/204_c_natural_minor_quarter-note_rhythm_Pattern_4.cropped.png,c,natural_minor,quarter-note,[],,"(4, 4)",,"Quick, precise finger movement.",rhythm
205,5,C Natural Minor Quarter-Note Rhythm Pattern 5,205_c_natural_minor_quarter-note_rhythm_Pattern_5.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/205_c_natural_minor_quarter-note_rhythm_Pattern_5.cropped.png,c,natural_minor,quarter-note,[],,"(4, 4)",,Play all notes with the same tone.,rhythm
206,6,C Natural Minor Whole Note Long Tone Pattern 6,206_c_natural_minor_whole_note_long_tone_Pattern_6.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/206_c_natural_minor_whole_note_long_tone_Pattern_6.cropped.png,c,natural_minor,whole_note,[],,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
207,7,C Natural Minor Quarter-Note Interval Pattern 7,207_c_natural_minor_quarter-note_interval_Pattern_7.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/207_c_natural_minor_quarter-note_interval_Pattern_7.cropped.png,c,natural_minor,quarter-note,[],,"(4, 4)",,Quick and precise finger movement.,interval
208,8,C Natural Minor Whole Note Long Tone Fermata Pattern 8,208_c_natural_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/208_c_natural_minor_whole_note_long_tone_fermata_Pattern_8.cropped.png,c,natural_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
209,9,C Natural Minor Quarter Note Scale Pattern 9,209_c_natural_minor_quarter_note_scale_Pattern_9.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/209_c_natural_minor_quarter_note_scale_Pattern_9.cropped.png,c,natural_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
210,10,C Natural Minor Whole Note Long Tone Fermata Pattern 10,210_c_natural_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/210_c_natural_minor_whole_note_long_tone_fermata_Pattern_10.cropped.png,c,natural_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
211,11,C Natural Minor Quarter Note Scale Pattern 11,211_c_natural_minor_quarter_note_scale_Pattern_11.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/211_c_natural_minor_quarter_note_scale_Pattern_11.cropped.png,c,natural_minor,quarter_note,[],,"(4, 4)",,Play all notes evenly. Look ahead to the next note.,scale
212,12,C Natural Minor Quarter Note Arpeggio Pattern 12,212_c_natural_minor_quarter_note_arpeggio_Pattern_12.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/212_c_natural_minor_quarter_note_arpeggio_Pattern_12.cropped.png,c,natural_minor,quarter_note,[],,"(4, 4)",,This is an arpeggio. Notice how it skips notes..,arpeggio
213,13,C Natural Minor Whole Note Long Tone Fermata Pattern 13,213_c_natural_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/213_c_natural_minor_whole_note_long_tone_fermata_Pattern_13.cropped.png,c,natural_minor,whole_note,"[{'articulation': 'fermata', 'index': 0, 'name': 'fermata'}]",,"(4, 4)",,Hold the note with a strong sound for as long as you can. Make sure it has a clean ending!,long_tone
214,14,C Natural Minor Quarter Note Scale Pattern 14,214_c_natural_minor_quarter_note_scale_Pattern_14.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/214_c_natural_minor_quarter_note_scale_Pattern_14.cropped.png,c,natural_minor,quarter_note,[],,"(4, 4)",,Play each note evenly. Repeat as many times as you can!,scale
215,15,C Natural Minor Quarter Note Scale Pattern 15,215_c_natural_minor_quarter_note_scale_Pattern_15.cropped.png,https://mysaxpracticeexercisebucket.s3.amazonaws.com/img/215_c_natural_minor_quarter_note_scale_Pattern_15.cropped.png,c,natural_minor,quarter_note,[],,"(4, 4)",,Play strictly in time with the metronome.,scale
